democrat				republican			
Token	LL	F	F2	Token	LL	F	F2
b2	1.24	0.0	0.02	say.in	1.24	0.02	0.0
k9ezjduidvphppmzdoetlqbo4ozdowjycwcvkn6vpdwwbh20pxyggauomnpgxmtbqnul7uwejgwyvlmcrihk78eegjkjznnp3b_jqctvkkzyxvwksrkpq9pn4i2blpwvy9_nhwlpdpybzapk2nbxft20uawkxwcvv41vq_4fkztcfpdayn0b4kedcvljq1vyug67qn4b928a8vidcezl0m	1.24	0.0	0.02	b2	1.24	0.02	0.0
nome's	1.24	0.0	0.02	k9ezjduidvphppmzdoetlqbo4ozdowjycwcvkn6vpdwwbh20pxyggauomnpgxmtbqnul7uwejgwyvlmcrihk78eegjkjznnp3b_jqctvkkzyxvwksrkpq9pn4i2blpwvy9_nhwlpdpybzapk2nbxft20uawkxwcvv41vq_4fkztcfpdayn0b4kedcvljq1vyug67qn4b928a8vidcezl0m	1.24	0.02	0.0
response-efforts-expand-under-unified	1.24	0.0	0.02	nome's	1.24	0.02	0.0
crisscrossing	1.24	0.0	0.02	response-efforts-expand-under-unified	1.24	0.02	0.0
business-relocation-expansion	1.24	0.0	0.02	crisscrossing	1.24	0.02	0.0
6227	1.24	0.0	0.02	business-relocation-expansion	1.24	0.02	0.0
belgium	1.24	0.0	0.02	6227	1.24	0.02	0.0
nez-lizer	1.24	0.0	0.02	belgium	1.24	0.02	0.0
communityfoodbank.org/get-help/find-	1.24	0.0	0.02	nez-lizer	1.24	0.02	0.0
inusvwyuhrvlyxhpmpbnep-dh	1.24	0.0	0.02	communityfoodbank.org/get-help/find-	1.24	0.02	0.0
crea	1.24	0.0	0.02	inusvwyuhrvlyxhpmpbnep-dh	1.24	0.02	0.0
cheng	1.24	0.0	0.02	crea	1.24	0.02	0.0
unk	1.24	0.0	0.02	cheng	1.24	0.02	0.0
msfragilechildren.org	1.24	0.0	0.02	unk	1.24	0.02	0.0
esplanade	1.24	0.0	0.02	msfragilechildren.org	1.24	0.02	0.0
repayment	1.24	0.0	0.02	esplanade	1.24	0.02	0.0
goo.gl/vy5jqe	1.24	0.0	0.02	repayment	1.24	0.02	0.0
74,437	1.24	0.0	0.02	goo.gl/vy5jqe	1.24	0.02	0.0
9050383	1.24	0.0	0.02	74,437	1.24	0.02	0.0
mistruths	1.24	0.0	0.02	9050383	1.24	0.02	0.0
right-size	1.24	0.0	0.02	mistruths	1.24	0.02	0.0
democratically	1.24	0.0	0.02	right-size	1.24	0.02	0.0
7111319447	1.24	0.0	0.02	democratically	1.24	0.02	0.0
bit.ly/2iafgln	1.24	0.0	0.02	7111319447	1.24	0.02	0.0
22,692	1.24	0.0	0.02	bit.ly/2iafgln	1.24	0.02	0.0
mass.gov/copingduringco	1.24	0.0	0.02	22,692	1.24	0.02	0.0
nhfoodbank.org/projectcommuni	1.24	0.0	0.02	mass.gov/copingduringco	1.24	0.02	0.0
orms	1.24	0.0	0.02	nhfoodbank.org/projectcommuni	1.24	0.02	0.0
aidea	1.24	0.0	0.02	orms	1.24	0.02	0.0
degrade	1.24	0.0	0.02	aidea	1.24	0.02	0.0
booked	1.24	0.0	0.02	degrade	1.24	0.02	0.0
lamoureux	1.24	0.0	0.02	booked	1.24	0.02	0.0
swaid	1.24	0.0	0.02	lamoureux	1.24	0.02	0.0
facebook.com/kristiforgovernor/posts/10155082958037484	1.24	0.0	0.02	swaid	1.24	0.02	0.0
dwayne	1.24	0.0	0.02	facebook.com/kristiforgovernor/posts/10155082958037484	1.24	0.02	0.0
proclamation_elections	1.24	0.0	0.02	dwayne	1.24	0.02	0.0
perilous	1.24	0.0	0.02	proclamation_elections	1.24	0.02	0.0
eliz	1.24	0.0	0.02	perilous	1.24	0.02	0.0
carline	1.24	0.0	0.02	eliz	1.24	0.02	0.0
usf	1.24	0.0	0.02	carline	1.24	0.02	0.0
georgia-arkansas	1.24	0.0	0.02	usf	1.24	0.02	0.0
alth-horizons	1.24	0.0	0.02	georgia-arkansas	1.24	0.02	0.0
usbe's	1.24	0.0	0.02	alth-horizons	1.24	0.02	0.0
105th	1.24	0.0	0.02	usbe's	1.24	0.02	0.0
bama-printer-making-face-shields-for-health-care-workers	1.24	0.0	0.02	105th	1.24	0.02	0.0
6214131	1.24	0.0	0.02	bama-printer-making-face-shields-for-health-care-workers	1.24	0.02	0.0
lakeside	1.24	0.0	0.02	6214131	1.24	0.02	0.0
track's	1.24	0.0	0.02	lakeside	1.24	0.02	0.0
governor.arkansas.gov/news-media/press-releases/governor-hutchinson-delivers-remarks-at-memorial-service-for-the-honorable	1.24	0.0	0.02	track's	1.24	0.02	0.0
bit.ly/3dlkrhh	1.24	0.0	0.02	governor.arkansas.gov/news-media/press-releases/governor-hutchinson-delivers-remarks-at-memorial-service-for-the-honorable	1.24	0.02	0.0
northeastward	1.24	0.0	0.02	bit.ly/3dlkrhh	1.24	0.02	0.0
arbgbq	1.24	0.0	0.02	northeastward	1.24	0.02	0.0
f1f6d6e	1.24	0.0	0.02	arbgbq	1.24	0.02	0.0
kiosk	1.24	0.0	0.02	f1f6d6e	1.24	0.02	0.0
alaskan's	1.24	0.0	0.02	kiosk	1.24	0.02	0.0
consolidated	1.24	0.0	0.02	alaskan's	1.24	0.02	0.0
9-15	1.24	0.0	0.02	consolidated	1.24	0.02	0.0
larie	1.24	0.0	0.02	9-15	1.24	0.02	0.0
paratra	1.24	0.0	0.02	larie	1.24	0.02	0.0
three-span	1.24	0.0	0.02	paratra	1.24	0.02	0.0
ernor-hogan-unveils-bold-energy-legislation	1.24	0.0	0.02	three-span	1.24	0.02	0.0
elaborate	1.24	0.0	0.02	ernor-hogan-unveils-bold-energy-legislation	1.24	0.02	0.0
facebook.com/bigriverselect	1.24	0.0	0.02	elaborate	1.24	0.02	0.0
sb68	1.24	0.0	0.02	facebook.com/bigriverselect	1.24	0.02	0.0
usda-approves-program-feed-kids-alabama	1.24	0.0	0.02	sb68	1.24	0.02	0.0
youtube.com/watch?utm_medi	1.24	0.0	0.02	usda-approves-program-feed-kids-alabama	1.24	0.02	0.0
hinged	1.24	0.0	0.02	youtube.com/watch?utm_medi	1.24	0.02	0.0
1jwoarobj1a9lrjsbhff9c1t7vkormodmzuhamdvxyyjncbvn_lsf6yabtawrrjyzrhlhzuoe3ckqdpck6pv4xol_tsx1ofl92jqwfadktubi1anohaaqfdbgwonzdsev5d7trw	1.24	0.0	0.02	hinged	1.24	0.02	0.0
venders	1.24	0.0	0.02	1jwoarobj1a9lrjsbhff9c1t7vkormodmzuhamdvxyyjncbvn_lsf6yabtawrrjyzrhlhzuoe3ckqdpck6pv4xol_tsx1ofl92jqwfadktubi1anohaaqfdbgwonzdsev5d7trw	1.24	0.02	0.0
lillyann	1.24	0.0	0.02	venders	1.24	0.02	0.0
loveloud	1.24	0.0	0.02	lillyann	1.24	0.02	0.0
ow.ly/uyme50y5ccu	1.24	0.0	0.02	loveloud	1.24	0.02	0.0
11/4	1.24	0.0	0.02	ow.ly/uyme50y5ccu	1.24	0.02	0.0
twitter.com/oncealeo_alway	1.24	0.0	0.02	11/4	1.24	0.02	0.0
netnebraska.org/interactive-multimedia/government/executive-governors-news-conference-206	1.24	0.0	0.02	twitter.com/oncealeo_alway	1.24	0.02	0.0
glued	1.24	0.0	0.02	netnebraska.org/interactive-multimedia/government/executive-governors-news-conference-206	1.24	0.02	0.0
ny-barnhart	1.24	0.0	0.02	glued	1.24	0.02	0.0
bit.ly/33fezvq	1.24	0.0	0.02	ny-barnhart	1.24	0.02	0.0
3132185	1.24	0.0	0.02	bit.ly/33fezvq	1.24	0.02	0.0
ossian	1.24	0.0	0.02	3132185	1.24	0.02	0.0
facebook.com/kristiforgovernor/posts/10155252948887484	1.24	0.0	0.02	ossian	1.24	0.02	0.0
wcpo	1.24	0.0	0.02	facebook.com/kristiforgovernor/posts/10155252948887484	1.24	0.02	0.0
gebf	1.24	0.0	0.02	wcpo	1.24	0.02	0.0
zaentz.gse.harvard.edu/innovation-cha	1.24	0.0	0.02	gebf	1.24	0.02	0.0
bewellshbp.com	1.24	0.0	0.02	zaentz.gse.harvard.edu/innovation-cha	1.24	0.02	0.0
spotter	1.24	0.0	0.02	bewellshbp.com	1.24	0.02	0.0
mirage	1.24	0.0	0.02	spotter	1.24	0.02	0.0
virus-free	1.24	0.0	0.02	mirage	1.24	0.02	0.0
8-5	1.24	0.0	0.02	virus-free	1.24	0.02	0.0
lifesitenews.com	1.24	0.0	0.02	8-5	1.24	0.02	0.0
sacal's	1.24	0.0	0.02	lifesitenews.com	1.24	0.02	0.0
carpet	1.24	0.0	0.02	sacal's	1.24	0.02	0.0
beneficiary	1.24	0.0	0.02	carpet	1.24	0.02	0.0
17fetbn6hddm8	1.24	0.0	0.02	beneficiary	1.24	0.02	0.0
partners-is	1.24	0.0	0.02	17fetbn6hddm8	1.24	0.02	0.0
larry's	1.24	0.0	0.02	partners-is	1.24	0.02	0.0
vtdigger.org/2020/06/11/mon	1.24	0.0	0.02	larry's	1.24	0.02	0.0
newsobserver.com/opinion/articl	1.24	0.0	0.02	vtdigger.org/2020/06/11/mon	1.24	0.02	0.0
congressional-district	1.24	0.0	0.02	newsobserver.com/opinion/articl	1.24	0.02	0.0
5,111	1.24	0.0	0.02	congressional-district	1.24	0.02	0.0
oceanographic	1.24	0.0	0.02	5,111	1.24	0.02	0.0
1953	1.24	0.0	0.02	oceanographic	1.24	0.02	0.0
corolla	1.24	0.0	0.02	corolla	1.24	0.02	0.0
timesofindia.indiatimes.com	1.24	0.0	0.02	1953	1.24	0.02	0.0
purdue.edu	1.24	0.0	0.02	timesofindia.indiatimes.com	1.24	0.02	0.0
20or	1.24	0.0	0.02	purdue.edu	1.24	0.02	0.0
emeritus	1.24	0.0	0.02	20or	1.24	0.02	0.0
756136	1.24	0.0	0.02	emeritus	1.24	0.02	0.0
goddaughter	1.24	0.0	0.02	756136	1.24	0.02	0.0
toying	1.24	0.0	0.02	goddaughter	1.24	0.02	0.0
61.2	1.24	0.0	0.02	toying	1.24	0.02	0.0
0_putcx46abxop8kiyhzux0s5kkevyg	1.24	0.0	0.02	61.2	1.24	0.02	0.0
acs.org	1.24	0.0	0.02	0_putcx46abxop8kiyhzux0s5kkevyg	1.24	0.02	0.0
daring	1.24	0.0	0.02	acs.org	1.24	0.02	0.0
crossport	1.24	0.0	0.02	daring	1.24	0.02	0.0
1lt	1.24	0.0	0.02	crossport	1.24	0.02	0.0
facebook.com/idahoptv	1.24	0.0	0.02	1lt	1.24	0.02	0.0
va.alabama.gov	1.24	0.0	0.02	facebook.com/idahoptv	1.24	0.02	0.0
helpline.freedomfinancialnetwork.com	1.24	0.0	0.02	va.alabama.gov	1.24	0.02	0.0
infiltrate	1.24	0.0	0.02	helpline.freedomfinancialnetwork.com	1.24	0.02	0.0
illustration	1.24	0.0	0.02	infiltrate	1.24	0.02	0.0
43ce	1.24	0.0	0.02	illustration	1.24	0.02	0.0
pelican	1.24	0.0	0.02	pelican	1.24	0.02	0.0
ct_antismuggling	1.24	0.0	0.02	43ce	1.24	0.02	0.0
1620	1.24	0.0	0.02	ct_antismuggling	1.24	0.02	0.0
bit.ly/39d2e00	1.24	0.0	0.02	1620	1.24	0.02	0.0
acknowledged	1.24	0.0	0.02	bit.ly/39d2e00	1.24	0.02	0.0
bit.ly/2nub3fi	1.24	0.0	0.02	acknowledged	1.24	0.02	0.0
dunn-oliver	1.24	0.0	0.02	bit.ly/2nub3fi	1.24	0.02	0.0
1918.pdf	1.24	0.0	0.02	dunn-oliver	1.24	0.02	0.0
bit.ly/309aodm	1.24	0.0	0.02	1918.pdf	1.24	0.02	0.0
wnba	1.24	0.0	0.02	bit.ly/309aodm	1.24	0.02	0.0
site-selection	1.24	0.0	0.02	wnba	1.24	0.02	0.0
bit.ly/3idiaqu	1.24	0.0	0.02	site-selection	1.24	0.02	0.0
1987	1.24	0.0	0.02	bit.ly/3idiaqu	1.24	0.02	0.0
bit.ly/2syuhnk	1.24	0.0	0.02	1987	1.24	0.02	0.0
overlook	1.24	0.0	0.02	bit.ly/2syuhnk	1.24	0.02	0.0
donovan	1.24	0.0	0.02	overlook	1.24	0.02	0.0
graziano	1.24	0.0	0.02	donovan	1.24	0.02	0.0
hand-sanitizer	1.24	0.0	0.02	graziano	1.24	0.02	0.0
wamp	1.24	0.0	0.02	hand-sanitizer	1.24	0.02	0.0
gutsy	1.24	0.0	0.02	wamp	1.24	0.02	0.0
hooyeah	1.24	0.0	0.02	gutsy	1.24	0.02	0.0
scribner	1.24	0.0	0.02	hooyeah	1.24	0.02	0.0
facebook.com/leehealth/vide	1.24	0.0	0.02	scribner	1.24	0.02	0.0
wintry	1.24	0.0	0.02	facebook.com/leehealth/vide	1.24	0.02	0.0
980	1.24	0.0	0.02	wintry	1.24	0.02	0.0
co-sharing	1.24	0.0	0.02	980	1.24	0.02	0.0
graydc.com	1.24	0.0	0.02	co-sharing	1.24	0.02	0.0
chelsea's	1.24	0.0	0.02	graydc.com	1.24	0.02	0.0
bit.ly/3dxokev	1.24	0.0	0.02	chelsea's	1.24	0.02	0.0
reformatory	1.24	0.0	0.02	bit.ly/3dxokev	1.24	0.02	0.0
453.4	1.24	0.0	0.02	reformatory	1.24	0.02	0.0
ow.ly/kway50anj6v	1.24	0.0	0.02	453.4	1.24	0.02	0.0
smithee	1.24	0.0	0.02	ow.ly/kway50anj6v	1.24	0.02	0.0
94.3	1.24	0.0	0.02	smithee	1.24	0.02	0.0
sarajean	1.24	0.0	0.02	94.3	1.24	0.02	0.0
crunched	1.24	0.0	0.02	sarajean	1.24	0.02	0.0
nim	1.24	0.0	0.02	crunched	1.24	0.02	0.0
xtends-deadline-for-dyti-grant-applications	1.24	0.0	0.02	nim	1.24	0.02	0.0
19_nebraska_business_survey_report	1.24	0.0	0.02	xtends-deadline-for-dyti-grant-applications	1.24	0.02	0.0
congested	1.24	0.0	0.02	19_nebraska_business_survey_report	1.24	0.02	0.0
pilot's	1.24	0.0	0.02	congested	1.24	0.02	0.0
shaw's	1.24	0.0	0.02	pilot's	1.24	0.02	0.0
bit.ly/thumbtacksurvey	1.24	0.0	0.02	shaw's	1.24	0.02	0.0
longest-married	1.24	0.0	0.02	bit.ly/thumbtacksurvey	1.24	0.02	0.0
06/04	1.24	0.0	0.02	longest-married	1.24	0.02	0.0
kentucky.gov/pages/activity-stream.aspx?n=kentuckygovernor&prid=954	1.24	0.0	0.02	06/04	1.24	0.02	0.0
daughter-in-law	1.24	0.0	0.02	kentucky.gov/pages/activity-stream.aspx?n=kentuckygovernor&prid=954	1.24	0.02	0.0
fdiintelligence.com	1.24	0.0	0.02	daughter-in-law	1.24	0.02	0.0
globalist	1.24	0.0	0.02	fdiintelligence.com	1.24	0.02	0.0
peterborough	1.24	0.0	0.02	globalist	1.24	0.02	0.0
apkon	1.24	0.0	0.02	peterborough	1.24	0.02	0.0
telegraph	1.24	0.0	0.02	apkon	1.24	0.02	0.0
1,355	1.24	0.0	0.02	telegraph	1.24	0.02	0.0
sideways	1.24	0.0	0.02	1,355	1.24	0.02	0.0
swirling	1.24	0.0	0.02	sideways	1.24	0.02	0.0
burled	1.24	0.0	0.02	swirling	1.24	0.02	0.0
1125	1.24	0.0	0.02	burled	1.24	0.02	0.0
selectusa	1.24	0.0	0.02	1125	1.24	0.02	0.0
trousdale	1.24	0.0	0.02	selectusa	1.24	0.02	0.0
koski	1.24	0.0	0.02	trousdale	1.24	0.02	0.0
daytondailynews.com/business/break	1.24	0.0	0.02	koski	1.24	0.02	0.0
julius	1.24	0.0	0.02	daytondailynews.com/business/break	1.24	0.02	0.0
azgovernor.gov/governor/news/2020/07/governor-announces-250000-arizonans-intellectual-disabilities	1.24	0.0	0.02	julius	1.24	0.02	0.0
introduces-resolution-defending-boycotts-of-israel-likens-it-to-boycott-of-nazi-germany-soviet-union	1.24	0.0	0.02	azgovernor.gov/governor/news/2020/07/governor-announces-250000-arizonans-intellectual-disabilities	1.24	0.02	0.0
ow.ly/karc50vuwgc	1.24	0.0	0.02	introduces-resolution-defending-boycotts-of-israel-likens-it-to-boycott-of-nazi-germany-soviet-union	1.24	0.02	0.0
mikedewine.com/volunteer/	1.24	0.0	0.02	ow.ly/karc50vuwgc	1.24	0.02	0.0
sublette	1.24	0.0	0.02	mikedewine.com/volunteer/	1.24	0.02	0.0
jarrell's	1.24	0.0	0.02	sublette	1.24	0.02	0.0
kentucky.gov/pages/activity-stream.aspx?n=kentuckygovernor&prid=1072	1.24	0.0	0.02	jarrell's	1.24	0.02	0.0
mfc	1.24	0.0	0.02	kentucky.gov/pages/activity-stream.aspx?n=kentuckygovernor&prid=1072	1.24	0.02	0.0
uu60364832	1.24	0.0	0.02	uu60364832	1.24	0.02	0.0
race-with	1.24	0.0	0.02	mfc	1.24	0.02	0.0
comparison	1.24	0.0	0.02	race-with	1.24	0.02	0.0
bit.ly/2xvwvqt	1.24	0.0	0.02	comparison	1.24	0.02	0.0
vermontpbs.org/live/	1.24	0.0	0.02	vermontpbs.org/live/	1.24	0.02	0.0
deepens	1.24	0.0	0.02	deepens	1.24	0.02	0.0
muralist	1.24	0.0	0.02	muralist	1.24	0.02	0.0
csgjusticecenter.org/nrrc/posts/sec	1.24	0.0	0.02	csgjusticecenter.org/nrrc/posts/sec	1.24	0.02	0.0
ow.ly/90g950uqueq	1.24	0.0	0.02	ow.ly/90g950uqueq	1.24	0.02	0.0
rb.gy/pduitu	1.24	0.0	0.02	rb.gy/pduitu	1.24	0.02	0.0
youtu.be/o7eo3nat5lc	1.24	0.0	0.02	youtu.be/o7eo3nat5lc	1.24	0.02	0.0
accd.vermont.gov/content/emerge	1.24	0.0	0.02	accd.vermont.gov/content/emerge	1.24	0.02	0.0
could't	1.24	0.0	0.02	could't	1.24	0.02	0.0
first-term	1.24	0.0	0.02	first-term	1.24	0.02	0.0
bombed	1.24	0.0	0.02	bombed	1.24	0.02	0.0
6.10	1.24	0.0	0.02	6.10	1.24	0.02	0.0
0mb7bgfwiy9lskahhj_kk	1.24	0.0	0.02	0mb7bgfwiy9lskahhj_kk	1.24	0.02	0.0
opportunism	1.24	0.0	0.02	opportunism	1.24	0.02	0.0
iedc.in.gov/response	1.24	0.0	0.02	iedc.in.gov/response	1.24	0.02	0.0
3:50	1.24	0.0	0.02	3:50	1.24	0.02	0.0
coronavirus-disease	1.24	0.0	0.02	coronavirus-disease	1.24	0.02	0.0
newsmax.com	1.24	0.0	0.02	newsmax.com	1.24	0.02	0.0
thedistanceproject.net	1.24	0.0	0.02	thedistanceproject.net	1.24	0.02	0.0
million-dollar	1.24	0.0	0.02	million-dollar	1.24	0.02	0.0
cbn.com	1.24	0.0	0.02	cbn.com	1.24	0.02	0.0
20regulatory	1.24	0.0	0.02	20regulatory	1.24	0.02	0.0
stares	1.24	0.0	0.02	stares	1.24	0.02	0.0
clardy	1.24	0.0	0.02	clardy	1.24	0.02	0.0
oklahoma_reopening_in_long_term_care_facilities_final	1.24	0.0	0.02	oklahoma_reopening_in_long_term_care_facilities_final	1.24	0.02	0.0
armorel	1.24	0.0	0.02	armorel	1.24	0.02	0.0
vote.ohio.gov	1.24	0.0	0.02	vote.ohio.gov	1.24	0.02	0.0
escalated	1.24	0.0	0.02	escalated	1.24	0.02	0.0
notice.pdf	1.24	0.0	0.02	notice.pdf	1.24	0.02	0.0
sbdc's	1.24	0.0	0.02	sbdc's	1.24	0.02	0.0
recounting	1.24	0.0	0.02	recounting	1.24	0.02	0.0
legion's	1.24	0.0	0.02	legion's	1.24	0.02	0.0
unison	1.24	0.0	0.02	unison	1.24	0.02	0.0
itd.idaho.gov/news/us95riggi	1.24	0.0	0.02	itd.idaho.gov/news/us95riggi	1.24	0.02	0.0
0.50	1.24	0.0	0.02	0.50	1.24	0.02	0.0
pf	1.24	0.0	0.02	pf	1.24	0.02	0.0
1.azdhs.gov/3dvvyy2	1.24	0.0	0.02	1.azdhs.gov/3dvvyy2	1.24	0.02	0.0
co-ops	1.24	0.0	0.02	co-ops	1.24	0.02	0.0
news.maryland.gov/ng/2020/05/06/	1.24	0.0	0.02	news.maryland.gov/ng/2020/05/06/	1.24	0.02	0.0
bhe	1.24	0.0	0.02	health.nd.gov/news/new-case-	1.24	0.02	0.0
health.nd.gov/news/new-case-	1.24	0.0	0.02	bhe	1.24	0.02	0.0
todayskccr.com/northern-state	1.24	0.0	0.02	todayskccr.com/northern-state	1.24	0.02	0.0
jelco	1.24	0.0	0.02	jelco	1.24	0.02	0.0
notary	1.24	0.0	0.02	notary	1.24	0.02	0.0
fourth-grader	1.24	0.0	0.02	fourth-grader	1.24	0.02	0.0
growing-at	1.24	0.0	0.02	growing-at	1.24	0.02	0.0
safer-at-home-order-signed-4.28.20.pdf	1.24	0.0	0.02	safer-at-home-order-signed-4.28.20.pdf	1.24	0.02	0.0
ow.ly/qibr30quigh	1.24	0.0	0.02	ow.ly/qibr30quigh	1.24	0.02	0.0
barnwell-hagemeyer	1.24	0.0	0.02	barnwell-hagemeyer	1.24	0.02	0.0
𝘾𝘼𝙍𝙀	1.24	0.0	0.02	𝘾𝘼𝙍𝙀	1.24	0.02	0.0
covidtest.maryland.gov	1.24	0.0	0.02	covidtest.maryland.gov	1.24	0.02	0.0
anamericaunited.org/news/governor-	1.24	0.0	0.02	anamericaunited.org/news/governor-	1.24	0.02	0.0
texas-military-department-offering-free-covid	1.24	0.0	0.02	texas-military-department-offering-free-covid	1.24	0.02	0.0
governor.arkansas.gov/news-media/weekly-address/advice-for-the-census	1.24	0.0	0.02	governor.arkansas.gov/news-media/weekly-address/advice-for-the-census	1.24	0.02	0.0
changemaryland.org/news/democrat-	1.24	0.0	0.02	changemaryland.org/news/democrat-	1.24	0.02	0.0
7085	1.24	0.0	0.02	7085	1.24	0.02	0.0
on-ajc.com/2xi4rpt	1.24	0.0	0.02	on-ajc.com/2xi4rpt	1.24	0.02	0.0
27.2	1.24	0.0	0.02	27.2	1.24	0.02	0.0
hb107s03	1.24	0.0	0.02	hb107s03	1.24	0.02	0.0
tmd	1.24	0.0	0.02	tmd	1.24	0.02	0.0
folkston	1.24	0.0	0.02	folkston	1.24	0.02	0.0
nga.org/wp-content/upl	1.24	0.0	0.02	nga.org/wp-content/upl	1.24	0.02	0.0
top-rated	1.24	0.0	0.02	top-rated	1.24	0.02	0.0
12/9	1.24	0.0	0.02	12/9	1.24	0.02	0.0
encarnacao	1.24	0.0	0.02	encarnacao	1.24	0.02	0.0
paints	1.24	0.0	0.02	paints	1.24	0.02	0.0
job-seekers	1.24	0.0	0.02	job-seekers	1.24	0.02	0.0
amzn.to/1pkflic	1.24	0.0	0.02	amzn.to/1pkflic	1.24	0.02	0.0
docket	1.24	0.0	0.02	docket	1.24	0.02	0.0
come-all	1.24	0.0	0.02	come-all	1.24	0.02	0.0
governor.vermont.gov/press-release/governor-phil-scott-announces-action-h107-details-progress-towards-voluntary-paid	1.24	0.0	0.02	governor.vermont.gov/press-release/governor-phil-scott-announces-action-h107-details-progress-towards-voluntary-paid	1.24	0.02	0.0
coca-cola	1.24	0.0	0.02	coca-cola	1.24	0.02	0.0
schoolteachers	1.24	0.0	0.02	schoolteachers	1.24	0.02	0.0
czech	1.24	0.0	0.02	czech	1.24	0.02	0.0
yassin	1.24	0.0	0.02	yassin	1.24	0.02	0.0
opry	1.24	0.0	0.02	opry	1.24	0.02	0.0
kinsey	1.24	0.0	0.02	kinsey	1.24	0.02	0.0
8.24	1.24	0.0	0.02	8.24	1.24	0.02	0.0
trib.com/business/flemi	1.24	0.0	0.02	trib.com/business/flemi	1.24	0.02	0.0
whitmer's	1.24	0.0	0.02	whitmer's	1.24	0.02	0.0
2020-17	1.24	0.0	0.02	2020-17	1.24	0.02	0.0
reuss	1.24	0.0	0.02	reuss	1.24	0.02	0.0
bit.ly/39up1r4	1.24	0.0	0.02	bit.ly/39up1r4	1.24	0.02	0.0
coronavirus.utah.gov/full-text-gove	1.24	0.0	0.02	coronavirus.utah.gov/full-text-gove	1.24	0.02	0.0
ov-henry-mcmaster-announces-additional-businesses-gyms-pools-are-able-open-monday-may	1.24	0.0	0.02	ov-henry-mcmaster-announces-additional-businesses-gyms-pools-are-able-open-monday-may	1.24	0.02	0.0
ow.ly/uouz50udkis	1.24	0.0	0.02	ow.ly/uouz50udkis	1.24	0.02	0.0
sb75	1.24	0.0	0.02	sb75	1.24	0.02	0.0
healt	1.24	0.0	0.02	healt	1.24	0.02	0.0
grossman	1.24	0.0	0.02	grossman	1.24	0.02	0.0
governor.vermont.gov/press-release/governor-phil-scott-announces-new-covid-19-community-mitigation-measures-directs	1.24	0.0	0.02	governor.vermont.gov/press-release/governor-phil-scott-announces-new-covid-19-community-mitigation-measures-directs	1.24	0.02	0.0
tift	1.24	0.0	0.02	tift	1.24	0.02	0.0
mhs	1.24	0.0	0.02	mhs	1.24	0.02	0.0
bancorpsouth	1.24	0.0	0.02	bancorpsouth	1.24	0.02	0.0
ucf	1.24	0.0	0.02	ucf	1.24	0.02	0.0
push-back	1.24	0.0	0.02	push-back	1.24	0.02	0.0
cedric	1.24	0.0	0.02	cedric	1.24	0.02	0.0
presenter	1.24	0.0	0.02	presenter	1.24	0.02	0.0
youtu.be/qromr60tho8	1.24	0.0	0.02	youtu.be/qromr60tho8	1.24	0.02	0.0
sccommerce.com/covid-19-non-e	1.24	0.0	0.02	sccommerce.com/covid-19-non-e	1.24	0.02	0.0
3214132769	1.24	0.0	0.02	3214132769	1.24	0.02	0.0
grot	1.24	0.0	0.02	grot	1.24	0.02	0.0
cen	1.24	0.0	0.02	cen	1.24	0.02	0.0
equatorial	1.24	0.0	0.02	equatorial	1.24	0.02	0.0
utilitydive.com	1.24	0.0	0.02	utilitydive.com	1.24	0.02	0.0
thy	1.24	0.0	0.02	thy	1.24	0.02	0.0
ervan	1.24	0.0	0.02	ervan	1.24	0.02	0.0
million-for-improvements-to-local-airports	1.24	0.0	0.02	million-for-improvements-to-local-airports	1.24	0.02	0.0
sincer	1.24	0.0	0.02	theplayerstribune.com	1.24	0.02	0.0
theplayerstribune.com	1.24	0.0	0.02	sincer	1.24	0.02	0.0
relief-efforts	1.24	0.0	0.02	relief-efforts	1.24	0.02	0.0
argusleader.com/story/sports/2	1.24	0.0	0.02	argusleader.com/story/sports/2	1.24	0.02	0.0
lawfit	1.24	0.0	0.02	lawfit	1.24	0.02	0.0
205m	1.24	0.0	0.02	205m	1.24	0.02	0.0
ow.ly/p0jv50zug4q	1.24	0.0	0.02	ow.ly/p0jv50zug4q	1.24	0.02	0.0
phil-bryant-wma	1.24	0.0	0.02	phil-bryant-wma	1.24	0.02	0.0
companion	1.24	0.0	0.02	companion	1.24	0.02	0.0
twitter.com/wgbh/status/12	1.24	0.0	0.02	twitter.com/wgbh/status/12	1.24	0.02	0.0
ah-kelly-on-reopening-missouri	1.24	0.0	0.02	ah-kelly-on-reopening-missouri	1.24	0.02	0.0
tuesda	1.24	0.0	0.02	tuesda	1.24	0.02	0.0
programmer's	1.24	0.0	0.02	programmer's	1.24	0.02	0.0
bmwusa	1.24	0.0	0.02	bmwusa	1.24	0.02	0.0
boston-area	1.24	0.0	0.02	boston-area	1.24	0.02	0.0
bit.ly/36wtpoe	1.24	0.0	0.02	bit.ly/36wtpoe	1.24	0.02	0.0
carpenter's	1.24	0.0	0.02	carpenter's	1.24	0.02	0.0
ow.ly/mkz550zcwd5	1.24	0.0	0.02	ow.ly/mkz550zcwd5	1.24	0.02	0.0
aretha	1.24	0.0	0.02	aretha	1.24	0.02	0.0
questioning	1.24	0.0	0.02	questioning	1.24	0.02	0.0
nope	1.24	0.0	0.02	nope	1.24	0.02	0.0
hinder	1.24	0.0	0.02	hinder	1.24	0.02	0.0
